Enrollmentno,sub1,sub2,sub3,sub4,sub5
E3991,62,70,84,61,95
E3992,47,67,75,59,61
E3993,97,58,94,98,94
E3994,53,41,96,94,57
E3995,90,47,79,86,84
E3996,61,66,60,100,40
E3997,66,73,92,87,67
E3998,86,51,82,82,53
E3999,78,80,69,68,61
E4000,100,93,85,58,66
E4001,72,63,65,83,53
E4002,67,94,99,89,63
E4003,42,51,76,88,42
E4004,52,85,52,43,70
E4005,82,66,73,78,82
E4006,40,77,61,91,55
E4007,59,74,74,61,64
E4008,98,93,77,97,87
E4009,82,63,69,98,92
E4010,58,96,65,43,86
E4011,60,41,98,71,78
E4012,56,57,54,63,70
E4013,78,57,83,62,47
E4014,65,88,62,73,60
E4015,75,77,97,48,74
E4016,71,67,97,50,47
E4017,65,96,93,87,71
E4018,62,73,91,69,93
E4019,47,57,95,51,90
E4020,79,54,99,77,47
E4021,49,40,78,80,45
E4022,50,44,47,97,92
E4023,75,85,74,65,84
E4024,50,76,59,60,80
E4025,52,55,70,83,81
E4026,42,96,53,96,48
E4027,47,64,72,68,59
E4028,90,82,100,89,83
E4029,51,96,62,69,79
E4030,66,99,54,100,81
E4031,85,67,44,90,53
E4032,43,63,92,95,43
E4033,98,83,71,72,89
E4034,54,83,86,74,83
E4035,64,45,65,70,60
E4036,47,95,95,59,78
E4037,79,63,43,80,43
E4038,50,63,54,90,79
E4039,50,43,65,52,43
E4040,86,59,73,85,86
E4041,71,41,61,53,92
E4042,99,85,78,73,49
E4043,60,58,61,47,85
E4044,62,42,83,62,46
E4045,45,54,89,67,45
E4046,87,79,97,47,75
E4047,74,55,98,72,74
E4048,63,53,46,84,49
E4049,65,85,73,100,53
E4050,86,58,92,51,89
E4051,52,94,46,52,40
E4052,94,76,66,81,94
E4053,93,99,60,55,43
E4054,45,67,74,43,52
E4055,89,46,62,64,85
E4056,78,80,82,95,83
E4057,59,57,93,84,92
E4058,70,84,72,41,87
E4059,73,99,74,85,73
E4060,73,73,92,53,69
E4061,69,54,89,56,82
E4062,79,89,97,81,56
E4063,55,71,58,79,53
E4064,66,65,53,75,81
E4065,48,77,91,96,59
E4066,99,66,43,75,98
E4067,66,45,51,85,72
E4068,75,97,51,50,61
E4069,51,86,98,96,88
E4070,73,95,61,47,72
E4071,92,92,84,69,100
E4072,68,44,99,76,49
E4073,42,86,70,98,41
E4074,100,47,64,62,75
E4075,60,80,60,92,81
E4076,74,44,63,45,54
E4077,50,93,54,76,54
E4078,64,57,73,88,75
E4079,42,62,98,89,46
E4080,63,92,70,82,65
E4081,75,66,76,46,89
E4082,44,83,76,84,63
E4083,78,58,51,84,59
E4084,63,87,80,54,94
E4085,98,66,78,69,72
E4086,68,95,49,61,57
E4087,63,75,75,63,66
E4088,86,53,40,50,45
E4089,89,85,87,99,42
E4090,76,49,100,64,99
E4091,93,62,95,76,82
E4092,63,94,88,87,99
E4093,50,65,53,92,57
E4094,53,40,45,69,58
E4095,95,54,46,61,86
E4096,82,53,48,70,57
E4097,45,94,55,41,42
E4098,72,58,56,67,90
E4099,100,97,88,45,92
E4100,91,60,77,99,50
E4101,56,65,90,51,47
E4102,56,95,100,57,46
E4103,95,85,86,93,80
E4104,84,93,72,91,96
E4105,61,95,60,62,83
E4106,98,73,88,54,87
E4107,59,90,76,69,40
E4108,53,90,85,100,79
E4109,52,72,82,69,66
E4110,96,44,62,89,59
E4111,48,74,50,49,76
E4112,90,81,52,56,90
E4113,67,86,96,49,72
E4114,59,72,89,98,61
E4115,86,91,65,60,58
E4116,94,63,64,59,90
E4117,43,97,59,95,66
E4118,48,80,55,70,81
E4119,49,71,54,77,67
E4120,79,44,79,47,66
E4121,60,88,64,42,89
E4122,95,91,71,61,64
E4123,60,80,46,86,43
E4124,60,63,90,65,40
E4125,94,66,49,96,89
E4126,74,88,64,94,97
E4127,43,70,76,69,87
E4128,48,49,71,65,47
E4129,75,99,48,56,96
E4130,86,85,61,97,94
E4131,51,43,57,55,59
E4132,68,40,73,83,93
E4133,100,53,60,100,48
E4134,62,66,93,95,61
E4135,95,44,89,63,46
E4136,47,93,71,63,77
E4137,61,53,65,94,92
E4138,60,53,63,51,50
E4139,54,58,84,95,59
E4140,89,68,59,91,94
E4141,51,67,56,72,57
E4142,69,53,96,100,55
E4143,70,71,40,49,92
E4144,86,96,87,58,86
E4145,89,66,54,88,82
E4146,48,76,96,90,98
E4147,41,58,80,91,47
E4148,75,98,51,78,96
E4149,93,72,81,82,66
E4150,73,60,96,62,43
E4151,84,63,67,56,95
E4152,61,59,89,70,89
E4153,42,100,53,97,70
E4154,94,56,56,59,64
E4155,54,99,69,45,40
E4156,83,47,50,72,62
E4157,49,78,55,54,100
E4158,52,95,94,91,47
E4159,58,69,92,78,71
E4160,58,48,78,53,72
E4161,87,84,62,53,83
E4162,48,93,55,61,50
E4163,80,75,41,72,90
E4164,90,52,76,50,86
E4165,65,57,87,69,82
E4166,51,57,50,70,87
E4167,47,82,91,77,50
E4168,51,68,64,96,63
E4169,42,69,54,70,40
E4170,53,83,41,98,94
E4171,86,55,75,57,90
E4172,40,47,74,66,44
E4173,97,70,67,79,52
E4174,59,54,60,79,88
E4175,48,59,80,67,71
E4176,59,58,63,90,45
E4177,87,42,49,48,44
E4178,70,97,76,49,67
E4179,62,47,77,97,82
E4180,41,51,55,62,58
E4181,81,89,74,64,95
E4182,98,56,87,42,74
E4183,56,96,88,59,53
E4184,79,94,100,81,44
E4185,79,67,65,62,84
E4186,89,95,100,81,50
E4187,44,48,73,84,44
E4188,78,92,67,89,46
E4189,97,44,42,100,67
E4190,98,100,82,70,60
E4191,50,86,67,58,44
E4192,58,76,97,91,99
E4193,68,56,58,75,61
E4194,93,50,95,65,79
E4195,42,59,84,52,61
E4196,41,61,55,95,97
E4197,54,98,69,99,67
E4198,43,100,54,86,70
E4199,78,94,77,60,58
E4200,56,65,76,64,77
E4201,47,78,56,50,40
E4202,83,57,73,69,79
E4203,61,79,45,55,98
E4204,62,82,77,73,58
E4205,92,100,82,93,99
E4206,57,81,41,73,95
E4207,61,84,100,59,61
E4208,66,59,50,67,77
E4209,72,81,89,96,81
E4210,68,71,74,73,70
E4211,56,94,100,71,75
E4212,56,88,51,51,97
E4213,61,82,73,92,91
E4214,46,66,52,40,88
E4215,57,88,96,56,83
E4216,95,95,53,49,47
E4217,44,40,66,51,59
E4218,59,56,93,46,75
E4219,42,47,79,71,63
E4220,56,47,56,53,81
E4221,59,72,61,75,82
E4222,90,97,69,47,58
E4223,56,58,43,62,40
E4224,93,67,84,85,45
E4225,64,73,89,93,66
E4226,43,87,67,58,52
E4227,97,80,56,54,85
E4228,56,79,85,61,61
E4229,44,58,62,77,88
E4230,94,80,61,69,94
E4231,91,62,53,65,78
E4232,92,90,58,56,42
E4233,44,74,64,71,96
E4234,64,85,99,61,75
E4235,74,67,78,55,83
E4236,46,96,88,64,84
E4237,51,97,52,45,95
E4238,83,91,78,59,83
E4239,72,61,41,65,70
E4240,66,98,41,67,84
E4241,87,69,68,55,70
E4242,46,97,54,65,48
E4243,67,61,58,80,56
E4244,47,93,58,83,65
E4245,66,94,75,72,74
E4246,96,95,75,81,45
E4247,85,69,84,58,41
E4248,62,86,92,48,89
E4249,52,87,92,90,46
E4250,64,60,51,44,66
E4251,94,44,91,92,78
E4252,73,51,97,92,67
E4253,54,99,91,88,74
E4254,93,47,62,69,89
E4255,47,80,58,70,52
E4256,76,56,55,44,75
E4257,87,47,65,83,55
E4258,48,66,43,67,59
E4259,67,47,61,40,87
E4260,55,98,72,68,71
E4261,80,96,47,73,66
E4262,82,57,62,85,49
E4263,96,51,46,98,48
E4264,82,97,46,83,82
E4265,89,54,85,47,71
E4266,83,47,50,47,68
E4267,70,98,43,70,44
E4268,60,93,48,100,68
E4269,64,82,79,67,93
E4270,85,43,74,67,89
E4271,50,97,51,47,92
E4272,96,88,50,59,74
E4273,87,43,48,91,63
E4274,89,100,55,88,59
E4275,43,77,82,69,99
E4276,75,48,63,75,48
E4277,82,44,53,74,68
E4278,86,65,53,66,65
E4279,45,48,68,57,71
E4280,99,71,72,78,63
E4281,40,85,50,55,82
E4282,77,63,44,92,49
E4283,84,78,66,86,60
E4284,69,74,90,97,86
E4285,89,98,74,60,44
E4286,71,54,94,47,75
E4287,95,85,44,97,68
E4288,71,66,92,69,58
E4289,80,54,71,85,71
E4290,88,73,71,40,62
E4291,84,43,47,52,96
E4292,60,54,48,72,63
E4293,72,71,58,53,52
E4294,78,54,74,49,68
E4295,96,89,56,94,53
E4296,100,76,94,69,97
E4297,60,100,81,85,44
E4298,51,48,80,87,97
E4299,45,87,50,86,89
E4300,58,58,92,62,65
E4301,58,77,83,72,60
E4302,43,81,80,76,66
E4303,49,71,92,81,79
E4304,67,82,77,63,85
E4305,68,78,69,48,85
E4306,52,74,93,53,61
E4307,46,42,58,77,67
E4308,47,84,41,63,79
E4309,84,75,71,79,96
E4310,44,67,98,58,92
E4311,50,78,46,74,59
E4312,50,82,76,65,52
E4313,43,97,60,44,93
E4314,78,43,56,99,92
E4315,69,78,51,79,45
E4316,62,64,88,52,63
E4317,95,66,46,54,68
E4318,88,71,69,75,93
E4319,89,94,59,58,77
E4320,63,57,92,54,76
E4321,98,70,63,98,55
E4322,94,72,66,82,86
E4323,56,49,50,83,62
E4324,85,87,57,98,44
E4325,79,78,79,56,81
E4326,82,69,95,82,53
E4327,54,81,45,54,59
E4328,45,51,68,98,53
E4329,86,78,78,94,58
E4330,68,51,78,46,54
E4331,65,45,70,75,41
E4332,43,63,80,53,55
E4333,49,44,78,88,87
E4334,94,45,44,59,66
E4335,53,56,86,73,63
E4336,68,41,81,99,68
E4337,77,43,89,74,54
E4338,52,61,81,77,75
E4339,96,62,51,93,82
E4340,95,88,64,97,76
E4341,58,98,95,82,92
E4342,51,94,91,84,53
E4343,52,47,65,78,76
E4344,51,74,70,54,43
E4345,61,48,90,55,90
E4346,96,50,45,59,85
E4347,41,51,45,98,55
E4348,43,63,62,57,71
E4349,78,47,93,67,70
E4350,40,98,72,94,67
E4351,63,76,73,92,97
E4352,90,55,84,52,83
E4353,86,98,40,74,68
E4354,78,77,85,61,93
E4355,75,43,84,47,67
E4356,43,65,65,96,56
E4357,96,53,96,92,73
E4358,51,90,61,72,93
E4359,53,72,91,70,83
E4360,53,51,57,71,93
E4361,79,42,83,61,77
E4362,82,72,74,100,93
E4363,67,68,92,87,42
E4364,97,68,45,96,64
E4365,88,79,71,51,50
E4366,56,96,90,59,53
E4367,95,50,92,49,51
E4368,72,57,41,92,70
E4369,88,100,67,47,41
E4370,56,57,53,68,41
E4371,86,83,60,74,70
E4372,88,81,45,66,61
E4373,79,59,54,66,60
E4374,90,47,71,63,71
E4375,67,77,70,83,48
E4376,94,93,43,99,51
E4377,60,81,40,63,79
E4378,64,79,96,84,93
E4379,86,95,82,59,55
E4380,62,100,82,78,93
E4381,92,98,55,47,60
E4382,88,70,57,58,67
E4383,86,55,78,69,72
E4384,53,65,48,72,85
E4385,85,99,61,66,62
E4386,79,95,69,99,40
E4387,43,71,48,75,93
E4388,50,88,64,50,85
E4389,62,59,47,66,56
E4390,95,59,44,83,85
E4391,94,53,68,97,52
E4392,69,74,52,74,42
E4393,70,74,72,85,58
E4394,58,84,97,54,52
E4395,96,96,95,95,42
E4396,65,43,79,76,47
E4397,51,63,99,83,69
E4398,52,73,75,86,90
E4399,54,46,53,50,98
E4400,45,63,99,58,79
E4401,67,58,56,46,77
E4402,51,60,69,91,68
E4403,53,88,92,95,76
E4404,53,47,66,85,63
E4405,45,70,49,87,87
E4406,51,83,83,84,77
E4407,79,54,44,41,62
E4408,44,92,77,85,87
E4409,88,63,99,48,77
E4410,42,75,77,57,92
E4411,74,60,51,69,72
E4412,87,42,44,67,49
E4413,81,43,45,59,66
E4414,51,53,73,60,46
E4415,40,100,98,65,89
E4416,51,93,89,71,86
E4417,78,89,44,93,69
E4418,86,88,80,98,68
E4419,88,92,54,89,62
E4420,46,83,90,84,62
E4421,90,97,83,72,90
E4422,92,50,48,41,98
E4423,63,91,43,92,73
E4424,91,77,82,99,56
E4425,57,47,91,42,48
E4426,49,47,49,98,46
E4427,98,73,48,93,75
E4428,73,57,91,66,51
E4429,52,74,79,53,52
E4430,77,65,68,92,69
E4431,92,61,72,57,45
E4432,96,45,75,93,44
E4433,40,75,98,55,91
E4434,77,98,72,54,68
E4435,76,67,65,55,79
E4436,61,41,79,59,45
E4437,54,43,74,85,76
E4438,63,93,45,54,54
E4439,51,77,81,58,41
E4440,59,54,100,46,51
E4441,80,85,85,95,60
E4442,82,82,90,98,51
E4443,74,43,72,53,91
E4444,79,49,87,58,94
E4445,65,48,86,51,83
E4446,100,79,44,52,71
E4447,91,96,65,44,99
E4448,66,90,48,76,48
E4449,67,81,59,95,42
E4450,86,79,77,77,46
E4451,72,57,100,69,94
E4452,64,67,51,54,49
E4453,65,76,58,74,54
E4454,46,80,88,43,72
E4455,46,97,81,59,53
E4456,44,44,83,58,80
E4457,62,52,91,72,77
E4458,49,44,50,52,52
E4459,64,47,45,79,64
E4460,76,42,99,53,52
E4461,55,50,62,58,46
E4462,85,48,98,61,94
E4463,89,42,97,100,76
E4464,78,73,61,47,88
E4465,41,75,73,87,93
E4466,60,48,44,92,57
E4467,96,63,99,74,72
E4468,96,88,74,87,80
E4469,56,78,76,50,44
E4470,42,64,48,68,75
E4471,49,93,55,53,62
E4472,62,71,41,60,79
E4473,53,79,76,77,55
E4474,89,58,59,56,91
E4475,56,44,78,94,100
E4476,76,99,79,62,84
E4477,54,65,67,82,50
E4478,40,75,94,76,53
E4479,96,44,52,84,65
E4480,86,76,56,51,67
E4481,71,50,52,44,60
E4482,73,56,46,91,87
E4483,80,70,78,68,73
E4484,63,98,80,88,83
E4485,68,46,51,97,55
E4486,47,51,56,67,78
E4487,100,74,56,71,99
E4488,56,75,95,94,86
E4489,76,48,41,66,59
E4490,40,56,63,87,49
E4491,67,71,46,46,78
E4492,85,91,91,90,79
E4493,77,100,42,84,71
E4494,71,49,48,83,98
E4495,45,70,78,90,84
E4496,59,88,85,91,87
E4497,92,91,84,41,56
E4498,94,49,87,96,86
E4499,75,41,89,63,54
E4500,84,82,84,100,72
E4501,60,96,69,89,91
E4502,49,52,73,86,89
E4503,97,65,60,97,40
E4504,86,98,93,89,88
E4505,88,97,79,56,73
E4506,44,51,78,75,50
E4507,75,91,97,52,92
E4508,87,65,67,88,80
E4509,52,82,82,82,93
E4510,60,95,62,75,85
E4511,86,100,59,73,63
E4512,87,51,76,41,73
E4513,87,51,92,74,74
E4514,66,91,47,47,97
E4515,56,50,76,97,60
E4516,49,83,97,88,53
E4517,66,99,87,92,51
E4518,63,41,40,87,40
E4519,43,49,48,60,74
E4520,76,92,81,49,51
E4521,44,54,75,89,73
E4522,42,64,98,95,77
E4523,80,72,42,55,51
E4524,58,70,92,45,66
E4525,53,57,83,63,80
E4526,46,87,88,53,69
E4527,74,57,95,70,56
E4528,47,84,54,84,89
E4529,94,70,71,57,50
E4530,71,58,71,86,87
E4531,78,47,87,45,82
E4532,57,69,52,82,48
E4533,92,70,59,65,89
E4534,93,60,71,40,55
E4535,53,49,82,67,54
E4536,54,86,63,57,59
E4537,94,86,89,67,41
E4538,50,70,45,41,86
E4539,93,98,74,80,46
E4540,71,81,72,46,76
E4541,94,97,67,85,93
E4542,78,93,86,50,69
E4543,78,87,64,46,54
E4544,78,69,74,84,84
E4545,62,89,42,86,82
E4546,80,87,85,96,86
E4547,51,61,63,60,86
E4548,76,88,98,55,64
E4549,70,46,44,79,89
E4550,63,40,86,59,89
E4551,40,46,53,50,47
E4552,98,100,80,76,67
E4553,60,50,57,44,56
E4554,42,78,81,71,43
E4555,62,42,82,48,64
E4556,99,70,96,87,81
E4557,58,58,89,98,73
E4558,95,49,99,50,68
E4559,83,99,54,72,59
E4560,61,66,71,60,92
E4561,57,70,66,55,63
E4562,65,61,75,54,46
E4563,64,64,82,62,67
E4564,87,81,100,52,61
E4565,68,43,74,98,90
E4566,75,72,61,99,76
E4567,66,87,57,98,60
E4568,57,72,65,93,85
E4569,68,47,49,42,99
E4570,52,95,97,43,78
E4571,75,59,54,64,93
E4572,51,91,83,88,71
E4573,90,58,43,63,68
E4574,68,48,60,100,54
E4575,44,73,70,46,61
E4576,81,90,54,50,42
E4577,99,46,45,92,49
E4578,62,72,87,51,57
E4579,74,60,54,42,80
E4580,73,99,42,81,63
E4581,78,53,82,96,80
E4582,75,60,81,81,44
E4583,89,87,54,79,92
E4584,75,41,59,87,60
E4585,69,41,45,99,87
E4586,86,57,57,67,51
E4587,95,64,65,98,44
E4588,99,67,41,95,100
E4589,66,42,98,64,71
E4590,85,58,47,80,45
E4591,87,57,46,78,54
E4592,42,75,45,94,40
E4593,54,41,98,84,47
E4594,71,72,99,89,90
E4595,100,73,72,75,82
E4596,84,73,96,81,80
E4597,41,45,41,97,48
E4598,100,62,45,64,41
E4599,62,52,52,63,99
E4600,63,97,44,91,89
E4601,57,60,65,80,76
E4602,79,43,96,47,61
E4603,72,91,41,99,42
E4604,85,81,74,73,81
E4605,84,84,78,74,96
E4606,62,66,92,41,87
E4607,78,47,97,84,43
E4608,90,96,67,87,44
E4609,60,86,66,56,97
E4610,71,91,46,65,49
E4611,43,74,63,56,42
E4612,78,81,56,79,53
E4613,75,41,74,54,90
E4614,42,98,42,86,63
E4615,42,94,49,71,78
E4616,95,97,64,41,93
E4617,68,75,89,67,92
E4618,86,90,93,57,65
E4619,63,73,76,41,86
E4620,82,67,60,95,86
E4621,41,53,66,63,60
E4622,87,77,59,45,41
E4623,88,80,66,54,94
E4624,66,40,74,86,47
E4625,100,82,80,74,75
E4626,99,98,43,91,81
E4627,82,96,71,72,58
E4628,71,60,60,97,50
E4629,76,58,97,41,80
E4630,65,40,45,56,51
E4631,85,55,56,98,60
E4632,94,66,82,96,41
E4633,96,53,94,94,79
E4634,96,77,70,69,57
E4635,74,68,82,69,100
E4636,64,62,96,49,93
E4637,74,52,68,86,61
E4638,99,60,70,48,99
E4639,60,45,57,60,89
E4640,83,94,72,63,48
E4641,94,64,49,80,72
E4642,74,63,76,49,66
E4643,64,80,62,56,68
E4644,49,54,62,58,52
E4645,54,82,86,45,94
E4646,72,100,87,88,68
E4647,72,41,54,58,51
E4648,41,64,42,68,49
E4649,48,88,44,76,68
E4650,100,77,46,76,48
E4651,75,56,52,87,41
E4652,94,97,80,89,100
E4653,60,50,87,97,96
E4654,75,60,92,43,86
E4655,70,78,92,63,74
E4656,82,57,64,73,61
E4657,84,41,44,94,41
E4658,80,63,76,54,78
E4659,75,45,77,74,59
E4660,100,93,75,79,44
E4661,97,66,89,44,94
E4662,87,65,75,45,51
E4663,73,91,97,96,75
E4664,43,54,89,54,63
E4665,89,41,61,47,46
E4666,51,78,94,75,49
E4667,93,69,49,55,100
E4668,46,76,78,59,95
E4669,66,53,63,100,93
E4670,60,87,81,70,48
E4671,49,61,64,87,48
E4672,53,54,65,60,90
E4673,93,80,71,78,49
E4674,40,87,96,57,75
E4675,60,50,95,91,56
E4676,61,88,49,98,50
E4677,78,66,97,57,48
E4678,80,72,67,91,72
E4679,46,89,76,75,96
E4680,77,83,87,70,62
E4681,81,93,94,50,42
E4682,85,70,54,88,49
E4683,80,86,45,42,54
E4684,63,89,88,90,98
E4685,90,40,86,78,98
E4686,85,95,90,76,87
E4687,50,68,100,67,63
E4688,95,56,72,75,68
E4689,50,98,66,70,72
E4690,91,88,98,63,82
E4691,49,83,53,99,59
E4692,60,99,65,64,59
E4693,65,91,67,96,56
E4694,69,81,46,78,46
E4695,56,97,80,78,70
E4696,42,94,71,61,97
E4697,82,66,86,85,49
E4698,84,88,73,82,97
E4699,57,47,48,66,60
E4700,90,42,43,55,89
E4701,88,75,87,99,99
E4702,86,52,58,47,46
E4703,97,65,98,57,70
E4704,78,97,55,50,57
E4705,85,86,51,99,87
E4706,67,67,57,74,90
E4707,98,89,54,73,91
E4708,90,59,46,68,75
E4709,41,98,60,62,64
E4710,66,93,50,62,89
E4711,67,87,76,68,74
E4712,74,99,49,45,71
E4713,48,75,47,87,58
E4714,85,73,58,81,44
E4715,61,68,89,51,75
E4716,88,47,71,56,73
E4717,68,95,84,88,72
E4718,74,76,88,91,77
E4719,92,90,52,46,66
E4720,40,81,91,91,87
E4721,92,68,59,61,95
E4722,44,70,78,70,98
E4723,93,87,81,78,75
E4724,78,48,90,55,88
E4725,44,47,52,83,46
E4726,86,49,82,47,70
E4727,54,77,40,66,41
E4728,88,91,56,99,89
E4729,97,76,95,42,87
E4730,63,100,57,60,93
E4731,53,71,100,48,52
E4732,67,46,69,78,99
E4733,61,78,90,50,90
E4734,70,92,48,89,93
E4735,69,87,50,76,66
E4736,99,98,93,77,53
E4737,91,72,43,79,71
E4738,60,83,82,52,94
E4739,68,62,75,53,74
E4740,47,40,50,65,81
E4741,72,57,55,78,63
E4742,82,85,45,73,94
E4743,74,88,78,97,73
E4744,58,57,65,51,65
E4745,59,44,82,43,72
E4746,69,87,55,42,47
E4747,94,63,87,88,94
E4748,40,72,69,56,96
E4749,48,47,79,82,46
E4750,94,72,84,45,68
E4751,94,54,72,49,76
E4752,73,94,79,49,96
E4753,49,71,56,68,80
E4754,100,55,70,79,74
E4755,41,68,69,47,81
E4756,90,99,48,100,51
E4757,84,79,87,84,90
E4758,86,74,47,63,63
E4759,47,68,72,79,92
E4760,64,87,56,81,70
E4761,64,62,76,86,81
E4762,97,60,80,74,73
E4763,98,72,52,98,47
E4764,46,92,61,51,70
E4765,69,70,81,83,47
E4766,68,85,85,63,82
E4767,100,97,57,55,75
E4768,72,58,99,40,71
E4769,72,50,61,60,42
E4770,46,63,95,92,57
E4771,89,45,90,54,82
E4772,91,88,58,68,44
E4773,96,72,76,97,97
E4774,73,68,71,59,49
E4775,41,95,98,73,58
E4776,66,93,96,100,87
E4777,46,55,74,80,62
E4778,91,59,79,67,61
E4779,59,76,84,40,81
E4780,47,59,53,88,91
E4781,43,51,82,47,99
E4782,86,43,41,69,93
E4783,98,65,92,94,58
E4784,54,92,58,80,74
E4785,67,88,79,85,71
E4786,69,95,46,77,97
E4787,96,64,66,43,44
E4788,54,72,51,65,90
E4789,61,99,75,45,49
E4790,86,82,65,97,96
E4791,79,65,81,99,71
E4792,67,47,62,50,52
E4793,53,74,67,44,85
E4794,81,84,65,58,58
E4795,54,72,94,43,48
E4796,81,54,60,47,58
E4797,63,88,73,75,44
E4798,51,53,67,97,59
E4799,48,73,91,79,65
E4800,82,80,64,70,47
E4801,52,56,82,71,47
E4802,98,93,64,57,82
E4803,98,93,49,60,80
E4804,100,98,79,82,47
E4805,90,61,100,74,40
E4806,48,56,71,86,99
E4807,94,74,42,93,90
E4808,61,91,65,53,99
E4809,44,68,56,51,77
E4810,68,78,84,70,69
E4811,96,98,62,97,96
E4812,99,80,57,64,69
E4813,78,88,58,85,71
E4814,96,46,44,41,42
E4815,51,40,63,88,68
E4816,40,88,44,93,73
E4817,64,68,47,76,82
E4818,55,86,85,83,96
E4819,74,81,55,85,79
E4820,67,81,80,88,98
E4821,69,84,91,50,43
E4822,61,78,92,100,99
E4823,85,43,64,96,43
E4824,93,90,60,91,84
E4825,70,84,76,45,89
E4826,91,79,96,57,71
E4827,46,75,99,96,58
E4828,55,56,53,81,41
E4829,91,53,100,69,87
E4830,97,42,50,40,58
E4831,72,84,68,53,95
E4832,94,100,69,65,73
E4833,83,97,46,78,87
E4834,75,76,71,74,71
E4835,78,46,96,78,100
E4836,48,49,73,94,64
E4837,97,98,86,83,75
E4838,42,94,70,92,98
E4839,67,67,73,73,84
E4840,64,68,70,96,48
E4841,95,76,56,62,50
E4842,84,72,47,99,81
E4843,71,88,77,82,95
E4844,41,80,53,93,73
E4845,93,75,61,82,76
E4846,93,96,72,70,42
E4847,100,41,72,59,82
E4848,92,67,79,72,80
E4849,81,91,67,85,90
E4850,91,54,95,47,66
E4851,46,89,69,53,70
E4852,70,65,45,82,80
E4853,52,81,41,93,83
E4854,40,54,43,95,57
E4855,51,74,99,82,67
E4856,46,56,59,49,57
E4857,80,62,40,67,78
E4858,77,61,47,91,46
E4859,64,54,63,78,64
E4860,60,92,59,56,55
E4861,90,55,61,47,82
E4862,55,64,53,84,66
E4863,97,50,51,41,77
E4864,95,66,94,73,71
E4865,42,98,40,87,51
E4866,79,43,81,69,49
E4867,76,92,70,86,46
E4868,80,77,51,65,83
E4869,80,60,94,48,75
E4870,56,77,93,89,83
E4871,91,74,49,82,90
E4872,76,57,84,98,60
E4873,81,45,94,88,70
E4874,52,75,48,90,43
E4875,87,97,70,73,80
E4876,62,55,99,70,89
E4877,61,83,43,76,96
E4878,67,94,65,87,91
E4879,62,91,48,47,82
E4880,59,42,96,48,75
E4881,71,84,66,81,60
E4882,99,82,53,42,55
E4883,60,87,59,42,82
E4884,88,70,67,65,63
E4885,49,68,53,82,66
E4886,92,53,40,54,65
E4887,45,51,63,100,100
E4888,78,62,82,78,92
E4889,55,56,66,70,56
E4890,86,84,55,96,86
E4891,47,64,93,64,99
E4892,76,64,56,64,54
E4893,56,58,68,81,85
E4894,94,77,100,66,68
E4895,48,51,93,79,77
E4896,41,50,74,48,93
E4897,67,83,100,83,87
E4898,86,69,56,71,41
E4899,65,40,42,61,47
E4900,65,68,86,73,81
E4901,100,100,47,85,72
E4902,96,78,81,81,80
E4903,90,53,76,42,52
E4904,66,63,62,59,45
E4905,62,99,73,70,48
E4906,91,62,68,84,63
E4907,74,83,47,99,46
E4908,85,40,87,49,56
E4909,76,43,56,55,59
E4910,69,53,44,61,68
E4911,64,80,97,84,62
E4912,41,75,74,52,71
E4913,49,69,68,62,52
E4914,63,45,65,94,58
E4915,69,52,42,66,75
E4916,55,65,48,77,100
E4917,48,41,58,77,47
E4918,62,40,98,53,70
E4919,47,95,64,76,74
E4920,86,73,50,90,95
E4921,84,82,100,94,77
E4922,60,99,48,53,88
E4923,55,51,79,81,62
E4924,82,49,63,86,77
E4925,53,78,93,84,42
E4926,84,80,90,88,82
E4927,41,68,94,61,93
E4928,49,80,51,98,41
E4929,64,76,61,40,75
E4930,80,94,71,72,92
E4931,57,42,81,59,68
E4932,57,57,61,81,86
E4933,85,60,70,43,95
E4934,97,68,75,57,79
E4935,45,85,75,41,91
E4936,73,99,93,78,80
E4937,60,40,46,98,88
E4938,44,95,89,81,68
E4939,61,77,75,84,77
E4940,59,60,74,81,83
E4941,74,63,82,98,85
E4942,40,51,42,84,85
E4943,96,74,49,86,51
E4944,89,68,73,94,94
E4945,70,66,61,57,75
E4946,92,84,75,96,73
E4947,79,57,87,65,73
E4948,51,98,40,65,44
E4949,40,54,50,81,99
E4950,74,68,66,63,89
E4951,45,50,79,40,62
E4952,51,73,91,74,52
E4953,56,60,100,41,40
E4954,58,51,93,85,86
E4955,47,55,94,42,62
E4956,47,47,93,50,59
E4957,73,50,68,53,66
E4958,69,52,40,85,48
E4959,100,86,42,42,89
E4960,76,82,100,47,55
E4961,72,40,52,43,57
E4962,87,62,82,82,45
E4963,63,56,44,98,44
E4964,67,43,97,62,65
E4965,86,42,61,68,41
E4966,75,71,70,42,76
E4967,55,54,53,64,58
E4968,46,74,68,65,77
E4969,47,52,62,69,67
E4970,68,42,95,55,50
E4971,58,69,83,41,40
E4972,94,50,95,60,53
E4973,42,40,68,54,63
E4974,87,87,43,77,58
E4975,64,89,82,85,49
E4976,59,68,99,56,73
E4977,91,40,90,89,83
E4978,97,69,79,65,77
E4979,63,57,93,54,43
E4980,68,43,75,90,50
E4981,51,45,99,80,43
E4982,75,62,58,42,96
E4983,70,44,84,71,59
E4984,78,82,80,57,95
E4985,94,85,67,70,50
E4986,85,80,73,77,98
E4987,42,40,59,92,64
E4988,94,51,64,99,81
