Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E0173,C0025-EC,C0041-EC,C0034-EE,C0036-EE,C0017-EE,C0008-EC,C0028-EC,C0010-EE,C0017-EE,C0014-EC
E0174,C0037-IC,C0009-IC,C0030-ME,C0009-AUTO,C0013-ME,C0050-IC,C0042-AUTO,C0044-ME,C0022-ME,C0048-ME
E0175,C0016-CIVIL,C0012-CH,C0015-CIVIL,C0033-CH,C0001-CIVIL,C0009-CH,C0010-CH,C0025-CIVIL,C0005-CH,C0026-CH
E0176,C0006-IC,C0031-ME,C0033-ME,C0035-AUTO,C0048-ME,C0045-IC,C0039-IC,C0010-AUTO,C0017-AUTO,C0001-IC
E0177,C0042-CIVIL,C0036-CH,C0023-CIVIL,C0019-CH,C0048-CH,C0017-CIVIL,C0046-CH,C0002-CIVIL,C0019-CIVIL,C0039-CH
E0178,C0041-CIVIL,C0017-CIVIL,C0041-CH,C0023-CIVIL,C0038-CH,C0049-CIVIL,C0041-CIVIL,C0009-CH,C0020-CIVIL,C0026-CH
E0179,C0027-IT,C0041-CSE,C0010-IT,C0025-IT,C0016-IT,C0008-IT,C0036-CSE,C0043-CSE,C0001-IT,C0015-IT
E0180,C0018-CH,C0006-CH,C0013-CH,C0010-CH,C0008-CH,C0004-CIVIL,C0027-CIVIL,C0049-CH,C0002-CH,C0002-CIVIL
E0181,C0043-IT,C0008-IT,C0005-CSE,C0048-IT,C0043-CSE,C0048-IT,C0037-IT,C0027-IT,C0004-CSE,C0005-CSE
E0182,C0004-IT,C0014-CSE,C0014-CSE,C0044-CSE,C0029-CSE,C0041-CSE,C0036-CSE,C0007-CSE,C0024-IT,C0028-IT
E0183,C0047-EE,C0024-EE,C0028-EC,C0030-EE,C0013-EC,C0013-EE,C0035-EC,C0025-EE,C0039-EC,C0011-EE
E0184,C0014-EC,C0030-EE,C0044-EE,C0022-EC,C0030-EC,C0038-EC,C0042-EC,C0037-EC,C0023-EE,C0041-EE
E0185,C0011-AUTO,C0027-ME,C0012-AUTO,C0043-AUTO,C0023-AUTO,C0007-IC,C0017-AUTO,C0008-IC,C0033-ME,C0024-AUTO
E0186,C0010-CH,C0025-CH,C0024-CH,C0036-CIVIL,C0042-CH,C0041-CIVIL,C0044-CH,C0043-CIVIL,C0034-CIVIL,C0045-CH
E0187,C0033-CIVIL,C0035-CIVIL,C0032-CIVIL,C0020-CH,C0027-CIVIL,C0048-CH,C0046-CH,C0021-CIVIL,C0024-CIVIL,C0012-CH
E0188,C0049-ME,C0036-ME,C0034-ME,C0024-ME,C0041-AUTO,C0009-ME,C0009-ME,C0031-ME,C0004-IC,C0037-AUTO
E0189,C0042-CSE,C0047-CSE,C0050-CSE,C0010-IT,C0021-CSE,C0027-IT,C0011-IT,C0021-IT,C0030-IT,C0014-IT
E0190,C0009-CIVIL,C0003-CIVIL,C0033-CIVIL,C0006-CH,C0010-CIVIL,C0045-CIVIL,C0021-CH,C0045-CH,C0041-CIVIL,C0018-CIVIL
E0191,C0030-CIVIL,C0033-CH,C0005-CIVIL,C0013-CH,C0050-CIVIL,C0017-CH,C0001-CIVIL,C0031-CH,C0002-CIVIL,C0020-CH
E0192,C0041-CIVIL,C0007-CIVIL,C0036-CH,C0039-CH,C0006-CIVIL,C0018-CIVIL,C0026-CIVIL,C0037-CIVIL,C0030-CIVIL,C0033-CH
E0193,C0011-EC,C0036-EE,C0037-EE,C0013-EC,C0006-EC,C0017-EE,C0012-EC,C0038-EE,C0001-EC,C0038-EC
E0194,C0007-IC,C0029-IC,C0018-AUTO,C0036-AUTO,C0005-AUTO,C0025-AUTO,C0015-AUTO,C0033-IC,C0048-IC,C0049-AUTO
E0195,C0018-CH,C0044-CH,C0024-CH,C0049-CH,C0008-CH,C0045-CH,C0035-CH,C0009-CIVIL,C0038-CH,C0014-CIVIL
E0196,C0037-AUTO,C0022-ME,C0009-AUTO,C0042-AUTO,C0017-ME,C0044-AUTO,C0013-ME,C0003-ME,C0014-IC,C0043-IC
E0197,C0022-CH,C0018-CIVIL,C0021-CH,C0001-CIVIL,C0031-CH,C0002-CH,C0025-CH,C0017-CH,C0013-CH,C0025-CIVIL
E0198,C0027-CIVIL,C0027-CIVIL,C0011-CH,C0020-CIVIL,C0012-CIVIL,C0025-CH,C0040-CIVIL,C0007-CIVIL,C0008-CIVIL,C0025-CIVIL
E0199,C0048-IC,C0025-ME,C0011-IC,C0049-IC,C0032-ME,C0032-ME,C0021-IC,C0013-IC,C0014-IC,C0014-AUTO
E0200,C0012-EE,C0003-EC,C0017-EE,C0026-EE,C0046-EE,C0038-EC,C0031-EE,C0001-EC,C0040-EE,C0023-EE
E0201,C0006-AUTO,C0014-AUTO,C0040-ME,C0043-IC,C0048-ME,C0041-ME,C0011-AUTO,C0033-AUTO,C0009-IC,C0035-IC
E0202,C0046-IT,C0030-CSE,C0037-IT,C0031-CSE,C0043-CSE,C0034-CSE,C0026-IT,C0032-IT,C0022-CSE,C0008-IT
E0203,C0032-EE,C0017-EC,C0010-EE,C0038-EC,C0028-EC,C0025-EE,C0046-EC,C0006-EC,C0023-EE,C0035-EC
E0204,C0010-IC,C0047-AUTO,C0013-IC,C0003-ME,C0034-ME,C0008-IC,C0033-ME,C0044-IC,C0033-ME,C0006-AUTO
E0205,C0040-CH,C0001-CIVIL,C0049-CH,C0029-CH,C0044-CIVIL,C0036-CIVIL,C0050-CH,C0006-CIVIL,C0003-CH,C0039-CH
E0206,C0049-AUTO,C0014-AUTO,C0015-AUTO,C0038-AUTO,C0026-AUTO,C0021-ME,C0036-AUTO,C0042-AUTO,C0001-AUTO,C0008-IC
E0207,C0035-CH,C0044-CH,C0013-CIVIL,C0003-CH,C0017-CIVIL,C0036-CIVIL,C0044-CH,C0023-CH,C0038-CH,C0009-CH
E0208,C0013-CH,C0032-CIVIL,C0036-CIVIL,C0021-CIVIL,C0033-CH,C0036-CIVIL,C0040-CH,C0018-CIVIL,C0019-CIVIL,C0026-CH
E0209,C0014-EC,C0012-EE,C0007-EE,C0009-EE,C0008-EC,C0030-EC,C0022-EC,C0003-EC,C0033-EC,C0043-EC
E0210,C0039-EC,C0026-EC,C0013-EE,C0046-EC,C0005-EE,C0013-EE,C0013-EC,C0027-EC,C0020-EE,C0013-EC
E0211,C0041-CIVIL,C0010-CH,C0012-CIVIL,C0043-CIVIL,C0043-CIVIL,C0042-CH,C0005-CH,C0048-CIVIL,C0036-CIVIL,C0003-CH
E0212,C0044-CIVIL,C0044-CIVIL,C0038-CIVIL,C0041-CH,C0042-CH,C0045-CIVIL,C0032-CIVIL,C0033-CH,C0033-CIVIL,C0017-CH
E0213,C0029-CSE,C0046-IT,C0003-IT,C0038-IT,C0036-CSE,C0025-IT,C0038-CSE,C0001-CSE,C0020-IT,C0023-CSE
E0214,C0044-CH,C0031-CH,C0038-CH,C0038-CIVIL,C0033-CH,C0004-CH,C0010-CH,C0002-CIVIL,C0013-CIVIL,C0020-CIVIL
E0215,C0033-CH,C0037-CIVIL,C0014-CIVIL,C0013-CH,C0006-CIVIL,C0035-CIVIL,C0037-CIVIL,C0042-CH,C0030-CIVIL,C0034-CIVIL
E0216,C0026-EE,C0042-EC,C0042-EC,C0015-EE,C0003-EE,C0012-EC,C0015-EE,C0014-EC,C0043-EE,C0040-EC
E0217,C0049-AUTO,C0039-IC,C0005-ME,C0050-IC,C0024-ME,C0049-AUTO,C0037-IC,C0001-IC,C0011-IC,C0022-ME
E0218,C0001-EC,C0021-EC,C0011-EE,C0017-EE,C0047-EE,C0017-EC,C0017-EE,C0039-EE,C0017-EC,C0004-EE
E0219,C0029-ME,C0049-AUTO,C0046-IC,C0037-AUTO,C0023-AUTO,C0033-IC,C0046-ME,C0038-AUTO,C0045-ME,C0021-ME
E0220,C0032-EE,C0021-EC,C0027-EC,C0024-EE,C0048-EC,C0038-EC,C0016-EE,C0034-EC,C0005-EE,C0050-EE
E0221,C0006-AUTO,C0022-AUTO,C0047-AUTO,C0039-AUTO,C0032-AUTO,C0028-ME,C0015-AUTO,C0013-IC,C0010-AUTO,C0040-ME
E0222,C0041-EE,C0013-EC,C0045-EE,C0030-EE,C0014-EE,C0005-EE,C0034-EC,C0043-EC,C0016-EC,C0003-EE
E0223,C0019-CH,C0020-CIVIL,C0036-CIVIL,C0022-CH,C0007-CIVIL,C0015-CIVIL,C0033-CH,C0026-CH,C0034-CIVIL,C0050-CIVIL
E0224,C0029-EE,C0046-EC,C0018-EE,C0013-EC,C0043-EC,C0039-EC,C0014-EC,C0011-EE,C0049-EC,C0018-EE
E0225,C0024-CSE,C0042-CSE,C0050-CSE,C0044-IT,C0044-CSE,C0043-IT,C0024-IT,C0001-IT,C0010-IT,C0023-CSE
E0226,C0031-IC,C0036-AUTO,C0031-IC,C0001-AUTO,C0043-ME,C0019-IC,C0005-ME,C0046-IC,C0019-ME,C0001-AUTO
E0227,C0047-ME,C0012-AUTO,C0011-AUTO,C0049-AUTO,C0014-IC,C0035-IC,C0018-AUTO,C0042-IC,C0050-ME,C0010-IC
E0228,C0017-EE,C0026-EC,C0013-EC,C0050-EC,C0050-EE,C0039-EC,C0004-EE,C0031-EC,C0031-EC,C0011-EE
E0229,C0003-EC,C0044-EE,C0025-EE,C0031-EC,C0013-EE,C0037-EC,C0022-EC,C0031-EC,C0039-EE,C0038-EC
E0230,C0031-CIVIL,C0006-CH,C0017-CH,C0021-CIVIL,C0006-CH,C0012-CIVIL,C0040-CH,C0011-CH,C0003-CH,C0018-CH
E0231,C0036-ME,C0049-IC,C0007-ME,C0045-ME,C0023-ME,C0035-IC,C0010-IC,C0011-AUTO,C0010-IC,C0036-ME
E0232,C0014-CSE,C0030-IT,C0022-IT,C0024-CSE,C0003-CSE,C0021-CSE,C0025-IT,C0019-IT,C0042-CSE,C0001-IT
E0233,C0011-EE,C0050-EE,C0049-EE,C0016-EE,C0043-EC,C0025-EC,C0030-EE,C0040-EC,C0033-EC,C0003-EE
E0234,C0044-EE,C0041-EE,C0038-EC,C0024-EE,C0014-EC,C0027-EC,C0011-EE,C0014-EC,C0009-EC,C0016-EE
E0235,C0033-EC,C0030-EE,C0039-EC,C0004-EE,C0042-EE,C0047-EE,C0038-EE,C0036-EE,C0024-EE,C0017-EC
E0236,C0050-ME,C0049-IC,C0010-AUTO,C0048-ME,C0013-IC,C0042-ME,C0024-ME,C0016-AUTO,C0041-IC,C0030-IC
E0237,C0018-ME,C0023-AUTO,C0039-ME,C0030-ME,C0047-AUTO,C0030-IC,C0024-ME,C0039-AUTO,C0040-IC,C0043-ME
E0238,C0005-IC,C0040-IC,C0008-ME,C0002-AUTO,C0033-ME,C0038-AUTO,C0022-ME,C0043-ME,C0030-ME,C0021-IC
E0239,C0018-ME,C0013-ME,C0010-AUTO,C0025-AUTO,C0042-AUTO,C0044-IC,C0022-AUTO,C0012-AUTO,C0047-IC,C0015-ME
E0240,C0037-CIVIL,C0003-CH,C0037-CIVIL,C0024-CH,C0030-CH,C0044-CH,C0021-CIVIL,C0025-CH,C0017-CIVIL,C0042-CH
E0241,C0006-IC,C0043-IC,C0005-ME,C0015-ME,C0037-AUTO,C0009-ME,C0026-AUTO,C0016-AUTO,C0009-IC,C0040-ME
E0242,C0027-IC,C0041-ME,C0002-IC,C0014-IC,C0017-ME,C0021-IC,C0022-IC,C0050-AUTO,C0036-AUTO,C0024-ME
E0243,C0026-IT,C0032-CSE,C0047-CSE,C0040-CSE,C0012-CSE,C0019-IT,C0047-CSE,C0039-CSE,C0043-CSE,C0050-IT
E0244,C0001-CSE,C0042-CSE,C0004-IT,C0040-CSE,C0002-IT,C0005-CSE,C0033-CSE,C0012-IT,C0047-CSE,C0001-CSE
E0245,C0010-IC,C0033-AUTO,C0035-AUTO,C0035-ME,C0008-IC,C0007-AUTO,C0039-IC,C0023-ME,C0029-IC,C0035-IC
E0246,C0007-EE,C0031-EC,C0049-EC,C0006-EC,C0035-EE,C0050-EE,C0008-EC,C0038-EC,C0002-EE,C0040-EC
E0247,C0023-CH,C0048-CIVIL,C0005-CH,C0045-CH,C0031-CIVIL,C0009-CH,C0007-CIVIL,C0043-CIVIL,C0005-CH,C0012-CH
E0248,C0007-EC,C0007-EE,C0014-EC,C0046-EC,C0044-EE,C0017-EC,C0025-EC,C0034-EE,C0036-EE,C0038-EC
E0249,C0046-AUTO,C0011-AUTO,C0001-AUTO,C0046-IC,C0002-AUTO,C0008-ME,C0033-AUTO,C0045-IC,C0044-ME,C0037-IC
E0250,C0037-EE,C0032-EC,C0024-EE,C0016-EE,C0049-EE,C0011-EE,C0015-EE,C0017-EE,C0018-EE,C0044-EE
E0251,C0018-EC,C0032-EC,C0024-EE,C0032-EE,C0003-EE,C0032-EC,C0040-EC,C0049-EE,C0018-EE,C0027-EC
E0252,C0039-CSE,C0040-IT,C0024-CSE,C0039-IT,C0005-CSE,C0016-IT,C0009-IT,C0021-CSE,C0045-IT,C0049-CSE
E0253,C0034-AUTO,C0017-AUTO,C0043-AUTO,C0043-IC,C0029-AUTO,C0010-IC,C0026-ME,C0018-ME,C0030-ME,C0023-ME
E0254,C0034-IT,C0022-CSE,C0038-CSE,C0002-IT,C0031-CSE,C0010-CSE,C0022-IT,C0002-IT,C0043-CSE,C0040-CSE
E0255,C0019-CH,C0036-CIVIL,C0006-CIVIL,C0003-CH,C0048-CH,C0037-CIVIL,C0033-CIVIL,C0010-CIVIL,C0020-CIVIL,C0019-CH
E0256,C0045-IT,C0044-CSE,C0012-CSE,C0004-IT,C0011-IT,C0005-IT,C0018-CSE,C0015-IT,C0017-IT,C0030-CSE
E0257,C0034-AUTO,C0029-AUTO,C0041-IC,C0015-IC,C0009-AUTO,C0006-ME,C0039-ME,C0012-IC,C0007-IC,C0015-AUTO
E0258,C0038-AUTO,C0043-IC,C0032-AUTO,C0029-IC,C0005-ME,C0005-AUTO,C0013-AUTO,C0008-ME,C0043-ME,C0008-IC
E0259,C0050-CIVIL,C0016-CIVIL,C0002-CIVIL,C0017-CH,C0029-CH,C0039-CH,C0017-CIVIL,C0049-CH,C0005-CH,C0001-CIVIL
E0260,C0039-EE,C0010-EE,C0038-EE,C0039-EC,C0042-EC,C0032-EC,C0004-EE,C0017-EE,C0043-EC,C0031-EC
E0261,C0037-CIVIL,C0020-CIVIL,C0021-CH,C0026-CH,C0015-CIVIL,C0020-CIVIL,C0017-CH,C0048-CH,C0027-CIVIL,C0022-CH
E0262,C0033-IT,C0001-IT,C0017-IT,C0043-CSE,C0001-IT,C0010-IT,C0049-IT,C0040-IT,C0014-IT,C0046-IT
E0263,C0008-CIVIL,C0013-CH,C0033-CIVIL,C0013-CH,C0003-CH,C0017-CIVIL,C0040-CH,C0021-CH,C0017-CH,C0020-CIVIL
E0264,C0047-IC,C0012-AUTO,C0021-ME,C0042-AUTO,C0016-ME,C0026-ME,C0025-ME,C0007-ME,C0007-AUTO,C0021-ME
E0265,C0018-EC,C0003-EE,C0026-EE,C0037-EE,C0020-EE,C0039-EC,C0017-EC,C0005-EE,C0036-EE,C0042-EE
E0266,C0003-EC,C0042-EC,C0026-EC,C0046-EC,C0007-EE,C0017-EC,C0022-EC,C0007-EE,C0032-EE,C0034-EC
E0267,C0042-CH,C0049-CIVIL,C0006-CH,C0003-CIVIL,C0016-CIVIL,C0008-CIVIL,C0026-CH,C0045-CH,C0018-CH,C0041-CIVIL
E0268,C0012-CSE,C0049-IT,C0003-IT,C0049-IT,C0012-IT,C0028-CSE,C0030-CSE,C0050-CSE,C0001-IT,C0037-IT
E0269,C0015-AUTO,C0029-ME,C0014-AUTO,C0036-ME,C0025-ME,C0034-ME,C0050-AUTO,C0005-IC,C0009-AUTO,C0048-ME
E0270,C0010-EE,C0050-EC,C0043-EE,C0020-EE,C0040-EC,C0012-EC,C0037-EC,C0038-EE,C0030-EC,C0004-EE
E0271,C0044-EE,C0048-EC,C0004-EE,C0033-EC,C0032-EC,C0050-EC,C0020-EE,C0023-EE,C0012-EC,C0028-EC
E0272,C0004-CSE,C0049-CSE,C0003-IT,C0040-IT,C0037-CSE,C0044-CSE,C0038-CSE,C0040-CSE,C0040-CSE,C0009-CSE
E0273,C0044-CH,C0027-CIVIL,C0004-CIVIL,C0001-CIVIL,C0004-CIVIL,C0009-CH,C0009-CIVIL,C0005-CIVIL,C0021-CH,C0002-CH
E0274,C0038-EC,C0002-EE,C0015-EC,C0027-EC,C0032-EC,C0007-EC,C0046-EE,C0022-EC,C0037-EC,C0038-EC
E0275,C0004-IT,C0024-IT,C0029-CSE,C0029-CSE,C0008-IT,C0042-CSE,C0039-CSE,C0034-IT,C0028-CSE,C0032-IT
E0276,C0044-EE,C0003-EC,C0005-EE,C0006-EC,C0042-EC,C0047-EE,C0030-EC,C0014-EC,C0032-EC,C0015-EC
E0277,C0009-IT,C0037-IT,C0022-IT,C0012-CSE,C0031-IT,C0050-CSE,C0001-CSE,C0036-IT,C0003-CSE,C0001-CSE
E0278,C0037-AUTO,C0023-ME,C0026-ME,C0017-AUTO,C0043-IC,C0005-IC,C0040-ME,C0025-AUTO,C0030-IC,C0007-IC
E0279,C0021-AUTO,C0013-AUTO,C0037-AUTO,C0014-AUTO,C0045-IC,C0010-AUTO,C0003-ME,C0026-ME,C0019-ME,C0045-ME
E0280,C0014-EC,C0050-EC,C0014-EE,C0024-EE,C0035-EC,C0041-EE,C0031-EE,C0043-EC,C0037-EE,C0013-EE
E0281,C0021-CH,C0003-CIVIL,C0032-CIVIL,C0003-CH,C0035-CIVIL,C0048-CIVIL,C0009-CH,C0011-CH,C0003-CIVIL,C0026-CIVIL
E0282,C0014-EE,C0037-EC,C0050-EE,C0040-EE,C0031-EE,C0042-EC,C0040-EE,C0009-EE,C0017-EC,C0040-EE
E0283,C0035-IC,C0029-AUTO,C0031-ME,C0049-ME,C0045-ME,C0021-ME,C0013-ME,C0010-AUTO,C0007-AUTO,C0046-ME
E0284,C0014-IC,C0050-AUTO,C0012-AUTO,C0018-ME,C0001-IC,C0028-ME,C0024-ME,C0041-ME,C0035-IC,C0046-ME
E0285,C0043-EC,C0050-EE,C0017-EC,C0037-EC,C0037-EC,C0035-EE,C0042-EC,C0032-EE,C0039-EC,C0034-EC
E0286,C0038-AUTO,C0039-AUTO,C0049-ME,C0009-AUTO,C0042-IC,C0018-AUTO,C0025-ME,C0031-ME,C0025-AUTO,C0041-ME
E0287,C0041-CIVIL,C0008-CIVIL,C0011-CH,C0030-CH,C0039-CH,C0020-CIVIL,C0009-CIVIL,C0021-CH,C0031-CIVIL,C0046-CH
E0288,C0007-IC,C0044-ME,C0043-AUTO,C0011-AUTO,C0042-ME,C0016-AUTO,C0040-IC,C0005-AUTO,C0043-AUTO,C0042-IC
E0289,C0040-CH,C0044-CH,C0023-CH,C0012-CH,C0011-CH,C0041-CIVIL,C0034-CIVIL,C0007-CIVIL,C0024-CIVIL,C0021-CH
E0290,C0049-CH,C0027-CIVIL,C0009-CH,C0048-CIVIL,C0042-CH,C0033-CH,C0026-CIVIL,C0036-CIVIL,C0030-CIVIL,C0017-CIVIL
E0291,C0030-CSE,C0047-CSE,C0011-CSE,C0020-IT,C0035-IT,C0034-CSE,C0032-CSE,C0034-IT,C0042-CSE,C0044-IT
E0292,C0012-CSE,C0050-IT,C0031-IT,C0006-IT,C0008-CSE,C0039-IT,C0008-CSE,C0035-IT,C0033-IT,C0035-IT
E0293,C0027-EE,C0041-EC,C0048-EC,C0039-EC,C0050-EC,C0017-EC,C0033-EC,C0037-EC,C0025-EC,C0007-EC
E0294,C0001-EC,C0004-EE,C0018-EE,C0049-EE,C0046-EE,C0039-EE,C0027-EE,C0011-EE,C0007-EE,C0039-EE
E0295,C0016-EC,C0039-EE,C0045-EE,C0028-EC,C0003-EE,C0034-EC,C0031-EC,C0035-EC,C0031-EC,C0007-EE
E0296,C0002-IT,C0023-CSE,C0039-CSE,C0018-IT,C0004-IT,C0020-IT,C0024-CSE,C0004-CSE,C0031-IT,C0013-CSE
E0297,C0023-CSE,C0017-IT,C0017-IT,C0005-CSE,C0019-CSE,C0040-CSE,C0018-CSE,C0019-CSE,C0050-CSE,C0022-IT
E0298,C0037-EE,C0046-EC,C0031-EC,C0015-EE,C0046-EC,C0003-EE,C0031-EE,C0046-EC,C0002-EE,C0012-EC
E0299,C0023-CIVIL,C0046-CIVIL,C0023-CIVIL,C0041-CIVIL,C0025-CIVIL,C0009-CH,C0031-CH,C0006-CIVIL,C0043-CIVIL,C0013-CIVIL
E0300,C0050-EC,C0037-EE,C0045-EE,C0025-EE,C0026-EE,C0016-EC,C0031-EC,C0016-EE,C0007-EE,C0041-EE
E0301,C0025-EE,C0021-EE,C0039-EC,C0034-EE,C0014-EC,C0014-EC,C0018-EE,C0027-EE,C0040-EC,C0003-EE
E0302,C0048-EC,C0021-EE,C0004-EE,C0008-EC,C0036-EE,C0030-EE,C0032-EE,C0039-EE,C0040-EE,C0032-EC
E0303,C0043-EC,C0030-EE,C0030-EE,C0036-EE,C0032-EC,C0011-EC,C0035-EE,C0012-EC,C0005-EE,C0021-EE
E0304,C0014-IT,C0004-CSE,C0031-IT,C0028-IT,C0028-CSE,C0036-CSE,C0023-CSE,C0007-CSE,C0017-IT,C0018-IT
E0305,C0005-IT,C0021-IT,C0029-IT,C0034-IT,C0049-CSE,C0038-CSE,C0050-IT,C0001-IT,C0038-CSE,C0007-IT
E0306,C0046-AUTO,C0045-IC,C0043-IC,C0029-AUTO,C0022-AUTO,C0039-IC,C0037-IC,C0032-AUTO,C0023-AUTO,C0009-AUTO
E0307,C0049-CSE,C0034-CSE,C0020-IT,C0004-IT,C0046-IT,C0005-IT,C0009-IT,C0012-CSE,C0039-IT,C0020-IT
E0308,C0047-EE,C0030-EE,C0020-EE,C0003-EE,C0011-EE,C0007-EC,C0027-EC,C0035-EC,C0003-EC,C0041-EC
E0309,C0030-CH,C0044-CH,C0046-CH,C0002-CIVIL,C0048-CH,C0048-CH,C0008-CH,C0046-CIVIL,C0046-CIVIL,C0025-CIVIL
E0310,C0026-IT,C0037-IT,C0042-IT,C0027-IT,C0020-IT,C0011-CSE,C0031-CSE,C0003-IT,C0024-IT,C0005-IT
E0311,C0040-CSE,C0012-IT,C0032-IT,C0014-CSE,C0034-CSE,C0034-CSE,C0034-IT,C0020-CSE,C0004-CSE,C0026-IT
E0312,C0039-CSE,C0036-IT,C0022-IT,C0044-CSE,C0003-CSE,C0005-IT,C0010-IT,C0014-CSE,C0017-IT,C0030-CSE
E0313,C0044-ME,C0032-ME,C0048-ME,C0008-IC,C0039-ME,C0041-ME,C0010-IC,C0019-IC,C0044-ME,C0007-AUTO
E0314,C0014-IT,C0030-IT,C0020-CSE,C0012-CSE,C0012-CSE,C0050-CSE,C0049-CSE,C0001-CSE,C0024-CSE,C0024-CSE
E0315,C0027-EE,C0026-EE,C0039-EE,C0026-EC,C0042-EC,C0049-EE,C0003-EE,C0010-EE,C0026-EE,C0018-EC
E0316,C0021-ME,C0017-IC,C0048-IC,C0014-AUTO,C0017-IC,C0007-IC,C0032-AUTO,C0023-ME,C0029-ME,C0039-IC
E0317,C0049-EC,C0001-EC,C0049-EE,C0038-EE,C0009-EC,C0038-EC,C0007-EC,C0039-EE,C0004-EE,C0017-EE
E0318,C0001-CIVIL,C0005-CIVIL,C0040-CIVIL,C0018-CH,C0035-CH,C0012-CH,C0026-CH,C0026-CIVIL,C0042-CIVIL,C0027-CIVIL
E0319,C0042-AUTO,C0013-AUTO,C0034-AUTO,C0018-AUTO,C0031-IC,C0027-IC,C0036-AUTO,C0012-AUTO,C0024-ME,C0022-IC
E0320,C0012-IC,C0003-ME,C0032-ME,C0015-IC,C0029-ME,C0013-ME,C0036-ME,C0033-AUTO,C0030-ME,C0043-AUTO
E0321,C0010-IC,C0006-AUTO,C0045-IC,C0037-IC,C0032-ME,C0016-AUTO,C0005-AUTO,C0007-IC,C0005-ME,C0040-IC
E0322,C0026-CH,C0029-CH,C0002-CH,C0014-CIVIL,C0034-CIVIL,C0013-CH,C0003-CH,C0038-CIVIL,C0008-CH,C0015-CIVIL
E0323,C0033-CH,C0044-CIVIL,C0046-CH,C0040-CH,C0043-CIVIL,C0007-CIVIL,C0035-CH,C0049-CH,C0020-CH,C0031-CH
E0324,C0004-EE,C0031-EC,C0022-EC,C0038-EC,C0020-EE,C0032-EC,C0013-EC,C0045-EE,C0017-EC,C0039-EE
E0325,C0033-CH,C0049-CH,C0043-CIVIL,C0048-CIVIL,C0043-CIVIL,C0006-CIVIL,C0041-CIVIL,C0013-CH,C0010-CH,C0012-CH
E0326,C0006-EC,C0035-EE,C0027-EE,C0018-EE,C0040-EC,C0011-EC,C0047-EE,C0013-EC,C0014-EE,C0001-EC
E0327,C0027-ME,C0042-AUTO,C0022-ME,C0050-AUTO,C0025-AUTO,C0001-AUTO,C0025-ME,C0047-ME,C0041-IC,C0005-ME
E0328,C0012-IT,C0036-CSE,C0032-IT,C0011-IT,C0004-CSE,C0028-CSE,C0023-CSE,C0006-CSE,C0021-IT,C0043-IT
E0329,C0016-IC,C0029-AUTO,C0008-ME,C0046-AUTO,C0023-ME,C0029-ME,C0017-ME,C0015-AUTO,C0036-ME,C0010-IC
E0330,C0050-CH,C0022-CH,C0004-CH,C0050-CH,C0042-CH,C0045-CH,C0031-CH,C0024-CH,C0036-CH,C0024-CH
E0331,C0034-CSE,C0005-IT,C0046-IT,C0005-CSE,C0020-CSE,C0036-IT,C0028-IT,C0023-CSE,C0023-CSE,C0028-IT
E0332,C0007-EC,C0006-EC,C0037-EC,C0043-EE,C0032-EC,C0013-EC,C0012-EE,C0044-EE,C0009-EE,C0030-EC
E0333,C0027-IC,C0042-ME,C0022-ME,C0029-AUTO,C0031-ME,C0021-IC,C0029-AUTO,C0050-IC,C0050-ME,C0008-ME
E0334,C0032-ME,C0016-ME,C0046-ME,C0012-AUTO,C0023-AUTO,C0035-AUTO,C0049-ME,C0023-ME,C0049-AUTO,C0033-AUTO
E0335,C0012-CSE,C0019-CSE,C0032-CSE,C0014-IT,C0042-CSE,C0008-CSE,C0021-CSE,C0036-CSE,C0010-IT,C0005-CSE
E0336,C0015-EE,C0031-EC,C0036-EE,C0030-EC,C0007-EE,C0049-EE,C0036-EE,C0037-EE,C0006-EC,C0012-EC
E0337,C0012-IT,C0002-IT,C0028-IT,C0024-IT,C0031-CSE,C0025-IT,C0043-IT,C0020-IT,C0040-CSE,C0024-IT
E0338,C0003-CSE,C0031-CSE,C0030-IT,C0044-CSE,C0025-IT,C0008-CSE,C0026-IT,C0039-IT,C0041-CSE,C0016-IT
E0339,C0045-IC,C0036-AUTO,C0018-ME,C0005-ME,C0005-AUTO,C0041-ME,C0036-AUTO,C0002-AUTO,C0027-ME,C0033-IC
E0340,C0049-CSE,C0036-CSE,C0033-IT,C0029-IT,C0028-IT,C0036-CSE,C0008-CSE,C0022-IT,C0003-CSE,C0005-CSE
E0341,C0018-IT,C0010-CSE,C0038-IT,C0010-IT,C0035-IT,C0029-CSE,C0020-CSE,C0012-CSE,C0043-IT,C0008-CSE
E0342,C0001-AUTO,C0024-ME,C0036-ME,C0036-AUTO,C0035-AUTO,C0043-AUTO,C0011-IC,C0043-IC,C0035-IC,C0047-IC
E0343,C0047-CSE,C0050-CSE,C0004-CSE,C0035-IT,C0035-IT,C0012-CSE,C0029-IT,C0030-IT,C0019-CSE,C0046-IT
E0344,C0048-EC,C0040-EE,C0041-EE,C0036-EE,C0029-EE,C0020-EE,C0024-EE,C0030-EC,C0040-EE,C0032-EC
E0345,C0017-EE,C0036-EE,C0018-EC,C0002-EE,C0030-EC,C0025-EC,C0021-EE,C0035-EC,C0014-EC,C0016-EE
